"ano"	"dia"	"NEE"	"PRP"
2005	1	-2.58416666666667	0
2005	2	-2.58416666666667	0
2005	3	-2.58416666666667	0
2005	4	-2.58416666666667	0
2005	5	-2.58416666666667	0
2005	6	-2.58416666666667	0
2005	7	-2.58416666666667	0
2005	8	-2.58416666666667	0
2005	9	-2.58416666666667	0
2005	10	-5.31416666666667	0
2005	11	-5.30875	0
2005	12	-5.40083333333333	0
2005	13	-5.23833333333333	0
2005	14	-5.50916666666667	0
2005	15	-5.48208333333333	0
2005	16	-5.54708333333333	0
2005	17	-5.60125	0
2005	18	-5.55791666666667	0
2005	19	-5.455	0
2005	20	-5.455	0
2005	21	-5.455	0
2005	22	-5.455	0
2005	23	-5.51458333333333	0
2005	24	-5.47666666666667	0
2005	25	-5.42791666666667	0
2005	26	-5.73125	0
2005	27	-5.66083333333333	0
2005	28	-5.73125	0
2005	29	-5.51458333333333	0
2005	30	-5.49291666666667	0
2005	31	-5.31958333333333	0
2005	32	-5.20583333333333	0
2005	33	-5.44958333333333	0
2005	34	-5.46583333333333	0
2005	35	-5.49291666666667	0
2005	36	-5.46041666666667	0
2005	37	-5.325	0
2005	38	-5.13	0
2005	39	-5.11916666666667	0
2005	40	-5.065	0
2005	41	-4.9025	0
2005	42	-4.9675	0
2005	43	-4.87541666666667	0
2005	44	-4.85375	0
2005	45	-5.25458333333333	0
2005	46	-5.31958333333333	0
2005	47	-5.34125	0
2005	48	-5.3575	0
2005	49	-4.97125	0
2005	50	-4.3875	0
2005	51	-4.8275	0
2005	52	-5.43458333333333	0
2005	53	-5.51041666666667	0
2005	54	-5.37333333333333	0
2005	55	-5.055	0
2005	56	-4.70833333333333	0
2005	57	-4.62708333333333	0
2005	58	-4.58375	0
2005	59	-4.6875	0
2005	60	-4.58125	0
2005	61	-4.4225	0
2005	62	-4.17458333333333	0
2005	63	-4.10416666666667	0
2005	64	-2.8975	0.25
2005	65	-2.34659346706255	2.53
2005	66	-3.81583333333333	2.41
2005	67	-4.55041666666667	0.12
2005	68	-6.02416666666667	17.52
2005	69	-1.26416666666667	0
2005	70	-2.20708333333333	1.39
2005	71	-0.714583333333334	16.25
2005	72	-2.42791666666667	11.65
2005	73	-3.7075	26.67
2005	74	-2.94416666666667	32.62
2005	75	-3.95791666666667	2.64
2005	76	-3.93791666666667	3.3
2005	77	-2.44541666666667	0.75
2005	78	-0.879583333333333	11.91
2005	79	-0.948333333333333	0.12
2005	80	-1.57833333333333	3.04
2005	81	-1.3577972427728	6.59
2005	82	-0.773333333333333	8.75
2005	83	-3.52169361654395	1.24
2005	84	-4.74865046728451	0
2005	85	-5.13867354548851	5.32
2005	86	-4.12669456703781	6.21
2005	87	-0.783901109666971	17.64
2005	88	-5.15082015091609	3.4
2005	89	0.896856969678384	4.02
2005	90	-2.11683281474772	12.04
2005	91	-1.52666666666667	0.64
2005	92	-2.395	0.13
2005	93	-1.82129087085088	12.7
2005	94	-2.62375	0.63
2005	95	-0.790833333333333	6.87
2005	96	-2.3830422222494	32.76
2005	97	-0.661666666666667	0.13
2005	98	-2.8725	18.01
2005	99	-1.32875	2.16
2005	100	-1.59041666666667	4.83
2005	101	-3.38541666666667	10.67
2005	102	-1.62041666666667	5.34
2005	103	-2.93208333333333	0.39
2005	104	-1.40958333333333	25.77
2005	105	-3.33543925119874	6.61
2005	106	-1.09291666666667	8.38
2005	107	-0.8225	0.89
2005	108	-1.10541666666667	0
2005	109	4.27291666666667	6.61
2005	110	-2.3825	3.16
2005	111	-2.89958333333333	1.65
2005	112	-1.37916666666667	0
2005	113	-2.07255174836813	4.58
2005	114	3.92731885739707	28.32
2005	115	-3.53940883579638	1.53
2005	116	-1.82895915831307	5.34
2005	117	-1.91	18.66
2005	118	1.66734766460506	25.02
2005	119	-0.9125	0.9
2005	120	-2.55416666666667	10.54
2005	121	-0.687083333333333	5.98
2005	122	-1.79708333333333	0
2005	123	-1.09083333333333	0
2005	124	-1.45083333333333	2.55
2005	125	-3.5681746343869	6.48
2005	126	-3.10125	0.38
2005	127	-2.57458333333333	0.13
2005	128	-2.545	11.55
2005	129	-2.7975	2.29
2005	130	-0.655416666666666	0
2005	131	-0.56125	0.13
2005	132	-1.71791666666667	10.3
2005	133	-2.41083333333333	0
2005	134	-4.44474997789725	3.05
2005	135	-2.57458333333333	10.15
2005	136	-2.01708333333333	1.27
2005	137	-3.14653874831751	16.01
2005	138	3.31552288413874	16.25
2005	139	-3.21666666666667	23.51
2005	140	-3.17541666666667	6.99
2005	141	-1.31666666666667	7.75
2005	142	-0.837974905171761	3.68
2005	143	-1.84166666666667	0.38
2005	144	-2.16333333333333	2.92
2005	145	1.53053271091779	10.67
2005	146	0.225	0.38
2005	147	-1.61041666666667	0
2005	148	-0.87125	7.63
2005	149	-0.821666666666667	2.91
2005	150	-1.47408376811	7.11
2005	151	-2.92791666666667	15.75
2005	152	-2.49916666666667	0.51
2005	153	-0.412916666666667	0
2005	154	-2.56833333333333	2.92
2005	155	-3.27958333333333	0.63
2005	156	0.540416666666666	5.84
2005	157	-0.78125	0.38
2005	158	-3.63525	9.15
2005	159	-1.24291666666667	4.7
2005	160	0.685833333333333	4.44
2005	161	-0.887916666666667	7.74
2005	162	-1.80041666666667	0.76
2005	163	-1.89083333333333	0
2005	164	-3.17333333333333	0
2005	165	-2.53583333333333	0
2005	166	-1.56625	0
2005	167	0.95125	0
2005	168	-0.7525	0
2005	169	-0.660797228141511	0
2005	170	-2.405	0.25
2005	171	-0.2325	0.13
2005	172	0.00249999999999992	0
2005	173	1.36	2.29
2005	174	0.72625	0
2005	175	-0.594583333333334	0
2005	176	0.921666666666667	0
2005	177	-1.41470833333333	3.42
2005	178	-0.81	2.03
2005	179	0.57875	0
2005	180	1.48708333333333	0
2005	181	0.352083333333333	0
2005	182	-0.37424955148107	5.21
2005	183	3.22851971088924	0.38
2005	184	1.62291666666667	0.63
2005	185	0.247916666666667	0
2005	186	-0.302100040968915	0.13
2005	187	1.59083333333333	0
2005	188	2.40416666666667	0
2005	189	1.02916666666667	0.25
2005	190	3.88555598549682	8.51
2005	191	0.116806633319893	1.53
2005	192	1.79125	0
2005	193	2.96166666666667	0
2005	194	2.48333333333333	15.62
2005	195	1.72666666666667	0.13
2005	196	3.55	0
2005	197	0.870416666666667	0
2005	198	2.28458333333333	1.4
2005	199	2.88	0
2005	200	2.70875	0
2005	201	3.42208333333333	0
2005	202	2.62375	0
2005	203	2.00541666666667	0.51
2005	204	1.40958333333333	0
2005	205	3.10958333333333	0
2005	206	2.23833333333333	0
2005	207	2.74458333333333	0
2005	208	2.20375	0
2005	209	-0.899408675129761	0
2005	210	-1.59776844507426	3.17
2005	211	-1.6779636381172	0
2005	212	-1.71509608916635	0
2005	213	-2.08479484166965	0
2005	214	-0.601126115807419	0
2005	215	0.939166666666667	0
2005	216	1.1925	0
2005	217	1.24625	0
2005	218	2.29625	0
2005	219	0.40125	0
2005	220	0.49375	0
2005	221	-0.72375	0
2005	222	-1.79458333333333	0
2005	223	-1.51625	0
2005	224	-2.558875	0.51
2005	225	-1.01875	0.13
2005	226	-2.88416666666667	1.64
2005	227	0.0366666666666664	2.54
2005	228	0.269583333333333	0.13
2005	229	-0.316666666666667	1.15
2005	230	-0.1425	2.55
2005	231	-0.349166666666667	0
2005	232	-0.835	0
2005	233	1.10541666666667	0
2005	234	-1.01291666666667	0
2005	235	-1.54625	0
2005	236	-0.151666666666667	0
2005	237	-0.76875	1.53
2005	238	-0.057916666666667	2.41
2005	239	-0.49125	0
2005	240	-0.250833333333333	0.13
2005	241	-1.27625	0.52
2005	242	-0.487916666666666	0
2005	243	-0.571666666666667	0
2005	244	-2.065	0
2005	245	-1.13833333333333	0
